code,entry_date,exit_date,selection_periods,entry_rank,exit_rank
600858,2026-04-22,2026-05-08,2026-04-22,8,8
600859,2025-07-09,2025-07-22,2025-07-09,5,5
600859,2026-04-08,2026-05-08,"2026-04-08,2026-04-22",21,7
600860,2026-06-08,2026-06-22,2026-06-08,14,14
600862,2026-06-08,2026-06-22,2026-06-08,19,19
600863,2024-12-09,2024-12-20,2024-12-09,15,15
600864,2025-03-26,2025-04-09,2025-03-26,8,8
600865,2025-07-23,2025-08-05,2025-07-23,3,3
600865,2026-04-08,2026-05-08,"2026-04-08,2026-04-22",5,47
600866,2026-06-08,2026-07-20,"2026-06-08,2026-06-23,2026-07-07",12,33
600871,2025-03-12,2025-03-25,2025-03-12,45,45
600871,2026-06-08,2026-06-22,2026-06-08,40,40
600876,2025-10-09,2025-10-22,2025-10-09,43,43
600880,2025-05-13,2025-05-26,2025-05-13,9,9
600881,2025-04-10,2025-04-23,2025-04-10,20,20
600881,2026-02-24,2026-03-09,2026-02-24,2,2
600882,2026-03-24,2026-04-07,2026-03-24,46,46
600884,2024-08-08,2024-09-04,"2024-08-08,2024-08-22",46,14
600884,2025-02-12,2025-02-25,2025-02-12,36,36
600886,2024-11-11,2025-01-06,"2024-11-11,2024-11-25,2024-12-09,2024-12-23",11,23
600894,2025-06-25,2025-07-08,2025-06-25,26,26
600900,2024-11-11,2024-12-20,"2024-11-11,2024-11-25,2024-12-09",8,24
600903,2025-02-12,2025-04-09,"2025-02-12,2025-02-26,2025-03-12,2025-03-26",29,29
600903,2026-01-19,2026-01-30,2026-01-19,27,27
600903,2026-08-18,2026-08-31,2026-08-18,39,39
600905,2024-10-28,2024-11-08,2024-10-28,31,31
600905,2024-11-25,2024-12-06,2024-11-25,42,42
600916,2024-11-25,2024-12-20,"2024-11-25,2024-12-09",45,49
600916,2026-05-11,2026-06-05,"2026-05-11,2026-05-25",4,1
600917,2025-02-26,2025-03-11,2025-02-26,7,7
600925,2024-12-23,2025-01-06,2024-12-23,40,40
600925,2026-01-19,2026-01-30,2026-01-19,22,22
600926,2024-11-25,2024-12-06,2024-11-25,38,38
600927,2025-10-09,2025-10-22,2025-10-09,16,16
600928,2026-01-19,2026-01-30,2026-01-19,14,14
600930,2025-10-23,2025-11-05,2025-10-23,9,9
600935,2025-02-26,2025-03-11,2025-02-26,41,41
600938,2024-10-14,2024-10-25,2024-10-14,43,43
600938,2024-11-11,2024-11-22,2024-11-11,49,49
600939,2025-01-21,2025-02-25,"2025-01-21,2025-02-12",3,41
600941,2024-11-25,2024-12-06,2024-11-25,50,50
600959,2026-07-07,2026-07-20,2026-07-07,49,49
600961,2024-10-14,2024-10-25,2024-10-14,23,23
600963,2026-06-08,2026-06-22,2026-06-08,36,36
600966,2025-02-12,2025-03-11,"2025-02-12,2025-02-26",34,34
600971,2026-01-19,2026-01-30,2026-01-19,9,9
600973,2024-07-25,2024-08-07,2024-07-25,25,25
600975,2024-09-23,2024-10-11,2024-09-23,20,20
600976,2024-12-09,2024-12-20,2024-12-09,30,30
600976,2025-07-23,2025-08-05,2025-07-23,39,39
600979,2024-08-22,2024-09-04,2024-08-22,12,12
600979,2025-08-06,2025-09-02,"2025-08-06,2025-08-20",4,5
600983,2025-10-09,2025-10-22,2025-10-09,33,33
600983,2026-06-08,2026-06-22,2026-06-08,6,6
600988,2024-12-09,2025-01-20,"2024-12-09,2024-12-23,2025-01-07",42,33
600990,2025-11-20,2025-12-03,2025-11-20,18,18
600990,2026-04-08,2026-04-21,2026-04-08,25,25
600992,2025-01-07,2025-01-20,2025-01-07,37,37
600992,2025-09-17,2025-09-30,2025-09-17,8,8
600993,2026-03-24,2026-04-07,2026-03-24,29,29
601000,2024-11-11,2024-11-22,2024-11-11,19,19
601003,2025-01-21,2025-02-11,2025-01-21,39,39
601003,2025-10-23,2025-11-05,2025-10-23,41,41
601006,2024-10-28,2024-12-06,"2024-10-28,2024-11-11,2024-11-25",17,5
601008,2025-09-17,2025-09-30,2025-09-17,3,3
601011,2025-04-10,2025-04-23,2025-04-10,21,21
601015,2025-03-12,2025-03-25,2025-03-12,39,39
601019,2024-11-25,2024-12-06,2024-11-25,33,33
601019,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",21,48
601022,2024-09-05,2024-09-20,2024-09-05,26,26
601022,2026-01-19,2026-01-30,2026-01-19,19,19
601033,2025-08-20,2025-09-02,2025-08-20,34,34
601059,2026-02-02,2026-03-09,"2026-02-02,2026-02-24",21,16
601066,2025-02-12,2025-02-25,2025-02-12,42,42
601066,2026-03-24,2026-04-07,2026-03-24,35,35
601069,2024-12-23,2025-01-20,"2024-12-23,2025-01-07",16,13
601096,2024-07-25,2024-08-21,"2024-07-25,2024-08-08",20,21
601096,2024-12-23,2025-01-06,2024-12-23,2,2
601098,2024-11-25,2024-12-20,"2024-11-25,2024-12-09",32,28
601099,2025-12-18,2025-12-31,2025-12-18,42,42
601101,2025-03-12,2025-03-25,2025-03-12,38,38
601107,2025-09-03,2025-09-16,2025-09-03,38,38
601113,2024-08-08,2024-09-04,"2024-08-08,2024-08-22",6,31
601126,2024-12-23,2025-01-20,"2024-12-23,2025-01-07",10,35
601127,2026-01-05,2026-01-16,2026-01-05,30,30
601128,2024-10-14,2024-11-08,"2024-10-14,2024-10-28",36,28
601133,2024-09-05,2024-09-20,2024-09-05,28,28
601136,2026-02-02,2026-03-23,"2026-02-02,2026-02-24,2026-03-10",8,42
601137,2024-08-22,2024-09-04,2024-08-22,49,49
601156,2025-03-26,2025-04-09,2025-03-26,10,10
601158,2024-11-25,2024-12-06,2024-11-25,17,17
601158,2026-01-19,2026-01-30,2026-01-19,35,35
601162,2026-02-24,2026-03-09,2026-02-24,11,11
601168,2024-10-14,2024-10-25,2024-10-14,35,35
601177,2025-11-20,2025-12-03,2025-11-20,2,2
601179,2024-12-23,2025-01-06,2024-12-23,47,47
601179,2026-09-15,2026-09-18,2026-09-15,29,29
601186,2025-03-26,2025-04-09,2025-03-26,9,9
601188,2024-10-28,2024-11-08,2024-10-28,36,36
601188,2025-03-12,2025-03-25,2025-03-12,26,26
601188,2025-07-23,2025-08-05,2025-07-23,50,50
601198,2026-03-24,2026-04-07,2026-03-24,45,45
601218,2026-06-23,2026-07-06,2026-06-23,19,19
601218,2026-07-21,2026-08-03,2026-07-21,34,34
601222,2024-12-09,2025-01-06,"2024-12-09,2024-12-23",22,13
601222,2025-06-11,2025-07-08,"2025-06-11,2025-06-25",17,39
601226,2025-06-25,2025-07-08,2025-06-25,8,8
601226,2026-06-08,2026-07-06,"2026-06-08,2026-06-23",15,10
601231,2024-10-14,2024-10-25,2024-10-14,42,42
601231,2025-05-27,2025-06-10,2025-05-27,27,27
601233,2024-11-11,2024-11-22,2024-11-11,36,36
601233,2025-05-13,2025-05-26,2025-05-13,39,39
601238,2026-03-10,2026-03-23,2026-03-10,19,19
601279,2026-02-24,2026-03-09,2026-02-24,20,20
601288,2024-11-25,2024-12-06,2024-11-25,3,3
601298,2024-10-28,2024-12-06,"2024-10-28,2024-11-11,2024-11-25",34,28
601311,2025-12-18,2026-01-16,"2025-12-18,2026-01-05",26,7
601319,2026-05-11,2026-05-22,2026-05-11,26,26
601326,2026-01-19,2026-01-30,2026-01-19,33,33
601328,2024-10-28,2024-12-06,"2024-10-28,2024-11-11,2024-11-25",30,6
601333,2026-01-19,2026-01-30,2026-01-19,38,38
601366,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",32,16
601366,2026-03-24,2026-04-07,2026-03-24,3,3
601366,2026-04-22,2026-06-05,"2026-04-22,2026-05-11,2026-05-25",2,37
601390,2026-05-25,2026-06-05,2026-05-25,7,7
601398,2024-11-25,2024-12-06,2024-11-25,2,2
601456,2025-03-26,2025-04-23,"2025-03-26,2025-04-10",2,6
601528,2025-09-17,2025-09-30,2025-09-17,39,39
601566,2026-03-24,2026-04-21,"2026-03-24,2026-04-08",17,41
601567,2026-06-08,2026-06-22,2026-06-08,17,17
601577,2025-09-17,2025-09-30,2025-09-17,36,36
601595,2026-05-25,2026-06-05,2026-05-25,12,12
601599,2026-05-25,2026-06-05,2026-05-25,9,9
601600,2025-01-07,2025-01-20,2025-01-07,47,47
601606,2026-02-24,2026-03-09,2026-02-24,50,50
601608,2025-06-25,2025-07-08,2025-06-25,2,2
601608,2026-05-11,2026-05-22,2026-05-11,44,44
601616,2025-06-11,2025-06-24,2025-06-11,3,3
601633,2025-01-07,2025-01-20,2025-01-07,27,27
601636,2025-01-21,2025-02-11,2025-01-21,24,24
601658,2024-11-25,2024-12-06,2024-11-25,27,27
601658,2026-02-02,2026-02-13,2026-02-02,5,5
601665,2025-09-03,2025-09-30,"2025-09-03,2025-09-17",31,47
601666,2025-03-12,2025-03-25,2025-03-12,14,14
601677,2025-01-07,2025-01-20,2025-01-07,18,18
601686,2025-03-26,2025-04-09,2025-03-26,40,40
601696,2025-11-20,2025-12-17,"2025-11-20,2025-12-04",40,37
601699,2025-03-12,2025-03-25,2025-03-12,8,8
601766,2024-11-25,2024-12-06,2024-11-25,47,47
601778,2024-07-25,2024-08-07,2024-07-25,50,50
601778,2026-08-04,2026-08-17,2026-08-04,16,16
601808,2026-06-08,2026-06-22,2026-06-08,2,2
601816,2024-10-28,2024-12-06,"2024-10-28,2024-11-11,2024-11-25",11,39
601825,2025-09-03,2025-09-16,2025-09-03,13,13
601827,2024-11-25,2024-12-06,2024-11-25,19,19
601828,2025-02-12,2025-02-25,2025-02-12,25,25
601838,2024-11-25,2024-12-06,2024-11-25,35,35
601857,2024-11-11,2024-12-06,"2024-11-11,2024-11-25",42,37
601860,2026-01-19,2026-01-30,2026-01-19,48,48
601880,2026-01-19,2026-01-30,2026-01-19,47,47
601882,2025-05-27,2025-07-08,"2025-05-27,2025-06-11,2025-06-25",11,12
601888,2025-07-09,2025-07-22,2025-07-09,12,12
601888,2026-04-08,2026-05-22,"2026-04-08,2026-04-22,2026-05-11",24,19
601890,2026-05-25,2026-06-05,2026-05-25,46,46
601899,2024-12-23,2025-01-06,2024-12-23,31,31
601900,2025-09-17,2025-09-30,2025-09-17,49,49
601908,2025-03-26,2025-04-09,2025-03-26,18,18
601916,2025-09-17,2025-10-22,"2025-09-17,2025-10-09",12,46
601933,2025-07-09,2025-08-05,"2025-07-09,2025-07-23",8,42
601933,2026-03-24,2026-04-07,2026-03-24,13,13
601939,2024-11-25,2024-12-06,2024-11-25,4,4
601949,2025-03-12,2025-03-25,2025-03-12,41,41
601952,2024-12-09,2025-01-06,"2024-12-09,2024-12-23",5,22
601952,2025-07-09,2025-07-22,2025-07-09,40,40
601958,2024-12-23,2025-01-06,2024-12-23,36,36
601963,2025-09-03,2025-09-30,"2025-09-03,2025-09-17",28,35
601968,2025-02-26,2025-03-11,2025-02-26,38,38
601985,2024-10-14,2024-12-06,"2024-10-14,2024-10-28,2024-11-11,2024-11-25",38,30
601988,2024-11-25,2024-12-06,2024-11-25,1,1
601991,2024-10-14,2024-11-08,"2024-10-14,2024-10-28",21,23
601992,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",24,35
601997,2025-10-09,2025-10-22,2025-10-09,18,18
601998,2024-11-25,2024-12-06,2024-11-25,29,29
603010,2025-01-21,2025-02-11,2025-01-21,32,32
603014,2026-02-02,2026-02-13,2026-02-02,47,47
603015,2026-04-22,2026-05-08,2026-04-22,23,23
603016,2026-08-04,2026-08-31,"2026-08-04,2026-08-18",35,35
603017,2024-07-25,2024-08-07,2024-07-25,9,9
603017,2025-09-03,2025-09-16,2025-09-03,37,37
603018,2024-10-14,2024-10-25,2024-10-14,9,9
603018,2025-04-24,2025-06-10,"2025-04-24,2025-05-13,2025-05-27",6,30
603018,2025-10-23,2025-11-05,2025-10-23,10,10
603026,2026-09-15,2026-09-18,2026-09-15,24,24
603030,2026-02-02,2026-02-13,2026-02-02,42,42
603032,2025-02-12,2025-02-25,2025-02-12,40,40
603033,2024-07-25,2024-08-07,2024-07-25,47,47
603033,2025-04-10,2025-04-23,2025-04-10,38,38
603036,2025-04-24,2025-05-12,2025-04-24,10,10
603038,2025-01-21,2025-02-11,2025-01-21,42,42
603050,2024-12-23,2025-01-06,2024-12-23,26,26
603051,2025-01-07,2025-02-11,"2025-01-07,2025-01-21",6,19
603053,2026-01-19,2026-01-30,2026-01-19,13,13
603060,2026-09-01,2026-09-14,2026-09-01,12,12
603065,2025-09-03,2025-10-22,"2025-09-03,2025-09-17,2025-10-09",32,13
603067,2024-11-11,2024-11-22,2024-11-11,24,24
603068,2024-09-05,2024-09-20,2024-09-05,36,36
603069,2026-04-08,2026-05-22,"2026-04-08,2026-04-22,2026-05-11",2,42
603070,2024-10-14,2024-10-25,2024-10-14,16,16
603070,2026-09-01,2026-09-18,"2026-09-01,2026-09-15",22,35
603072,2025-12-04,2025-12-17,2025-12-04,45,45
603072,2026-09-15,2026-09-18,2026-09-15,28,28
603076,2024-07-25,2024-08-21,"2024-07-25,2024-08-08",19,34
603076,2025-10-09,2025-10-22,2025-10-09,22,22
603076,2026-08-04,2026-08-17,2026-08-04,27,27
603077,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",10,27
603081,2025-06-11,2025-06-24,2025-06-11,38,38
603083,2025-04-10,2025-05-12,"2025-04-10,2025-04-24",47,30
603086,2025-10-09,2025-10-22,2025-10-09,21,21
603088,2025-06-25,2025-07-08,2025-06-25,37,37
603089,2024-08-08,2024-08-21,2024-08-08,44,44
603089,2025-12-18,2025-12-31,2025-12-18,27,27
603095,2026-08-04,2026-08-17,2026-08-04,2,2
603096,2025-09-17,2025-09-30,2025-09-17,50,50
603097,2024-09-05,2024-09-20,2024-09-05,33,33
603099,2025-03-12,2025-03-25,2025-03-12,35,35
603099,2026-03-24,2026-04-07,2026-03-24,36,36
603100,2025-07-09,2025-07-22,2025-07-09,31,31
603101,2026-03-24,2026-04-07,2026-03-24,16,16
603102,2025-08-20,2025-09-16,"2025-08-20,2025-09-03",50,49
603103,2026-05-25,2026-06-05,2026-05-25,32,32
603105,2024-09-05,2024-09-20,2024-09-05,12,12
603105,2026-06-23,2026-08-03,"2026-06-23,2026-07-07,2026-07-21",15,11
603106,2026-03-10,2026-03-23,2026-03-10,27,27
603108,2025-10-23,2025-11-05,2025-10-23,16,16
603110,2025-08-06,2025-08-19,2025-08-06,27,27
603111,2025-12-18,2026-01-16,"2025-12-18,2026-01-05",41,47
603113,2026-06-23,2026-07-20,"2026-06-23,2026-07-07",30,10
603117,2025-08-06,2025-08-19,2025-08-06,12,12
603128,2025-03-26,2025-04-09,2025-03-26,13,13
603131,2026-04-08,2026-04-21,2026-04-08,44,44
603132,2024-09-23,2024-10-25,"2024-09-23,2024-10-14",39,7
603135,2026-09-01,2026-09-18,"2026-09-01,2026-09-15",14,43
603151,2024-11-11,2024-11-22,2024-11-11,12,12
603151,2026-01-19,2026-02-13,"2026-01-19,2026-02-02",34,33
603156,2024-11-25,2024-12-06,2024-11-25,44,44
603156,2025-08-20,2025-09-02,2025-08-20,38,38
603160,2025-05-27,2025-06-10,2025-05-27,20,20
603171,2024-10-14,2024-10-25,2024-10-14,28,28
603172,2024-12-09,2024-12-20,2024-12-09,25,25
603172,2026-05-11,2026-05-22,2026-05-11,50,50
603177,2026-02-24,2026-03-09,2026-02-24,31,31
603181,2026-01-05,2026-01-16,2026-01-05,3,3
603181,2026-09-15,2026-09-18,2026-09-15,11,11
603191,2024-08-08,2024-09-04,"2024-08-08,2024-08-22",4,26
603191,2025-04-24,2025-05-26,"2025-04-24,2025-05-13",45,1
603193,2025-09-03,2025-09-30,"2025-09-03,2025-09-17",43,27
603194,2025-05-27,2025-06-10,2025-05-27,45,45
603197,2025-12-18,2025-12-31,2025-12-18,18,18
603197,2026-04-08,2026-04-21,2026-04-08,40,40
603199,2024-12-09,2024-12-20,2024-12-09,14,14
603199,2025-07-09,2025-08-05,"2025-07-09,2025-07-23",43,17
603200,2026-07-21,2026-08-03,2026-07-21,50,50
603202,2026-06-08,2026-06-22,2026-06-08,34,34
603205,2025-02-12,2025-02-25,2025-02-12,9,9
603205,2025-07-23,2025-08-05,2025-07-23,1,1
603206,2025-06-11,2025-06-24,2025-06-11,16,16
603207,2025-12-18,2025-12-31,2025-12-18,7,7
603208,2025-09-03,2025-09-16,2025-09-03,33,33
603209,2025-09-17,2025-09-30,2025-09-17,37,37
603210,2025-07-09,2025-07-22,2025-07-09,45,45
603211,2025-11-20,2025-12-03,2025-11-20,43,43
603212,2026-09-01,2026-09-14,2026-09-01,28,28
603215,2024-07-25,2024-08-07,2024-07-25,36,36
603218,2026-06-23,2026-07-06,2026-06-23,27,27
603218,2026-07-21,2026-08-03,2026-07-21,19,19
603219,2024-10-28,2024-11-08,2024-10-28,35,35
603219,2025-06-11,2025-06-24,2025-06-11,11,11
603219,2025-12-18,2025-12-31,2025-12-18,3,3
603220,2025-06-11,2025-06-24,2025-06-11,19,19
603225,2024-11-11,2024-11-22,2024-11-11,14,14
603227,2026-01-05,2026-01-16,2026-01-05,18,18
603227,2026-07-07,2026-07-20,2026-07-07,2,2
603229,2025-04-10,2025-04-23,2025-04-10,10,10
603230,2026-07-07,2026-07-20,2026-07-07,32,32
603231,2024-08-08,2024-08-21,2024-08-08,31,31
603235,2025-01-07,2025-01-20,2025-01-07,41,41
603235,2025-07-23,2025-08-05,2025-07-23,41,41
603237,2025-07-23,2025-09-02,"2025-07-23,2025-08-06,2025-08-20",11,9
603239,2026-08-04,2026-08-17,2026-08-04,15,15
603248,2026-08-04,2026-08-31,"2026-08-04,2026-08-18",32,50
603258,2025-11-06,2025-11-19,2025-11-06,20,20
603260,2026-09-15,2026-09-18,2026-09-15,16,16
603262,2025-10-23,2025-11-05,2025-10-23,3,3
603270,2024-10-28,2024-11-08,2024-10-28,42,42
603271,2025-06-11,2025-06-24,2025-06-11,14,14
603275,2025-12-04,2025-12-17,2025-12-04,28,28
603275,2026-08-04,2026-08-17,2026-08-04,21,21
603277,2024-12-09,2025-01-06,"2024-12-09,2024-12-23",31,18
603278,2026-04-08,2026-04-21,2026-04-08,16,16
603279,2025-09-03,2025-09-16,2025-09-03,39,39
603285,2024-10-14,2024-10-25,2024-10-14,2,2
603289,2026-08-04,2026-08-17,2026-08-04,48,48
603291,2024-09-05,2024-10-25,"2024-09-05,2024-09-23,2024-10-14",7,24
603293,2026-08-04,2026-08-17,2026-08-04,45,45
603297,2025-06-11,2025-06-24,2025-06-11,36,36
603298,2024-12-23,2025-01-06,2024-12-23,50,50
603299,2025-07-23,2025-08-05,2025-07-23,45,45
603300,2026-07-07,2026-07-20,2026-07-07,17,17
603301,2026-02-02,2026-02-13,2026-02-02,22,22
603308,2024-07-25,2024-08-07,2024-07-25,8,8
603310,2025-11-06,2025-11-19,2025-11-06,11,11
603313,2024-08-08,2024-08-21,2024-08-08,30,30
603317,2025-07-09,2025-08-05,"2025-07-09,2025-07-23",36,14
603318,2025-02-26,2025-03-25,"2025-02-26,2025-03-12",4,15
603320,2024-10-14,2024-10-25,2024-10-14,12,12
603321,2024-10-14,2024-10-25,2024-10-14,6,6
603322,2026-03-10,2026-03-23,2026-03-10,39,39
603323,2025-09-17,2025-09-30,2025-09-17,26,26
603325,2025-12-04,2025-12-17,2025-12-04,49,49
603327,2026-03-10,2026-03-23,2026-03-10,50,50
603328,2025-05-27,2025-06-10,2025-05-27,49,49
603331,2025-08-06,2025-08-19,2025-08-06,28,28
603333,2024-07-25,2024-08-07,2024-07-25,31,31
603339,2025-12-04,2025-12-17,2025-12-04,11,11
603344,2024-07-25,2024-08-07,2024-07-25,13,13
603344,2024-09-05,2024-09-20,2024-09-05,19,19
603344,2026-04-08,2026-04-21,2026-04-08,9,9
603352,2026-04-22,2026-05-22,"2026-04-22,2026-05-11",12,34
603352,2026-07-21,2026-08-03,2026-07-21,37,37
603353,2024-07-25,2024-08-07,2024-07-25,26,26
603355,2025-06-25,2025-07-08,2025-06-25,48,48
603357,2024-07-25,2024-08-07,2024-07-25,18,18
603360,2026-08-18,2026-08-31,2026-08-18,28,28
603363,2024-10-28,2024-11-08,2024-10-28,10,10
603365,2025-04-10,2025-04-23,2025-04-10,18,18
603366,2024-07-25,2024-08-07,2024-07-25,40,40
603366,2025-08-06,2025-08-19,2025-08-06,46,46
603366,2026-06-23,2026-07-06,2026-06-23,25,25
603373,2024-07-25,2024-08-07,2024-07-25,27,27
603373,2025-11-20,2025-12-17,"2025-11-20,2025-12-04",7,22
603376,2026-02-02,2026-02-13,2026-02-02,20,20
603380,2025-12-18,2025-12-31,2025-12-18,40,40
603381,2024-09-23,2024-10-11,2024-09-23,5,5
603381,2026-01-05,2026-01-16,2026-01-05,8,8
603381,2026-06-23,2026-08-17,"2026-06-23,2026-07-07,2026-07-21,2026-08-04",26,20
603386,2024-10-14,2024-11-08,"2024-10-14,2024-10-28",10,47
603390,2024-11-11,2024-11-22,2024-11-11,40,40
603390,2025-05-13,2025-05-26,2025-05-13,6,6
603391,2024-11-11,2024-11-22,2024-11-11,50,50
603392,2025-03-26,2025-04-09,2025-03-26,43,43
603392,2026-03-10,2026-03-23,2026-03-10,49,49
603393,2024-10-14,2024-10-25,2024-10-14,1,1
603393,2025-02-26,2025-03-11,2025-02-26,14,14
603395,2025-03-26,2025-04-09,2025-03-26,44,44
603395,2025-07-09,2025-07-22,2025-07-09,48,48
603396,2025-01-21,2025-02-11,2025-01-21,7,7
603396,2026-05-11,2026-05-22,2026-05-11,22,22
603399,2025-02-12,2025-02-25,2025-02-12,23,23
603402,2026-06-08,2026-06-22,2026-06-08,10,10
603402,2026-07-07,2026-07-20,2026-07-07,24,24
603406,2026-01-19,2026-01-30,2026-01-19,44,44
603406,2026-02-24,2026-03-09,2026-02-24,42,42
603409,2025-11-06,2025-11-19,2025-11-06,46,46
603409,2026-08-04,2026-08-17,2026-08-04,7,7
603421,2026-06-23,2026-07-06,2026-06-23,31,31
603439,2024-12-23,2025-01-06,2024-12-23,30,30
603466,2025-10-23,2025-11-05,2025-10-23,46,46
603477,2025-12-18,2025-12-31,2025-12-18,49,49
603486,2026-04-08,2026-04-21,2026-04-08,36,36
603496,2025-06-11,2025-06-24,2025-06-11,27,27
603500,2026-05-11,2026-05-22,2026-05-11,35,35
603508,2026-02-02,2026-02-13,2026-02-02,37,37
603508,2026-03-10,2026-03-23,2026-03-10,38,38
603518,2024-07-25,2024-08-07,2024-07-25,34,34
603520,2025-02-26,2025-03-11,2025-02-26,25,25
603527,2025-02-26,2025-03-11,2025-02-26,23,23
603529,2026-05-25,2026-06-05,2026-05-25,48,48
603529,2026-06-23,2026-07-20,"2026-06-23,2026-07-07",36,42
603535,2026-02-02,2026-04-07,"2026-02-02,2026-02-24,2026-03-10,2026-03-24",49,47
603556,2025-06-25,2025-07-08,2025-06-25,28,28
603559,2025-04-10,2025-04-23,2025-04-10,2,2
603566,2024-08-08,2024-09-04,"2024-08-08,2024-08-22",32,11
603568,2026-05-25,2026-06-05,2026-05-25,49,49
603578,2025-09-17,2025-09-30,2025-09-17,20,20
603579,2025-12-04,2025-12-17,2025-12-04,21,21
603583,2025-12-18,2025-12-31,2025-12-18,25,25
603585,2025-10-09,2025-10-22,2025-10-09,11,11
603585,2026-07-07,2026-08-03,"2026-07-07,2026-07-21",4,4
603586,2024-09-23,2024-10-11,2024-09-23,42,42
603586,2025-11-20,2025-12-03,2025-11-20,30,30
603586,2026-09-01,2026-09-14,2026-09-01,44,44
603589,2026-05-11,2026-05-22,2026-05-11,38,38
603590,2024-11-11,2024-11-22,2024-11-11,25,25
603598,2025-05-13,2025-05-26,2025-05-13,49,49
603605,2025-08-06,2025-08-19,2025-08-06,37,37
603609,2026-01-19,2026-01-30,2026-01-19,49,49
603610,2024-08-08,2024-08-21,2024-08-08,47,47
603610,2025-08-06,2025-08-19,2025-08-06,26,26
603613,2025-06-11,2025-06-24,2025-06-11,46,46
603617,2025-11-20,2025-12-03,2025-11-20,49,49
603618,2025-06-11,2025-07-08,"2025-06-11,2025-06-25",28,41
603628,2026-06-23,2026-08-03,"2026-06-23,2026-07-07,2026-07-21",2,24
603636,2025-05-27,2025-06-10,2025-05-27,31,31
603636,2026-03-10,2026-03-23,2026-03-10,21,21
603636,2026-04-22,2026-05-08,2026-04-22,19,19
603638,2025-06-25,2025-07-08,2025-06-25,7,7
603639,2024-07-25,2024-08-07,2024-07-25,15,15
603639,2024-11-25,2024-12-06,2024-11-25,49,49
603639,2026-07-07,2026-07-20,2026-07-07,48,48
603657,2024-07-25,2024-08-07,2024-07-25,3,3
603662,2026-04-08,2026-04-21,2026-04-08,15,15
603665,2024-10-14,2024-11-08,"2024-10-14,2024-10-28",29,41
603669,2025-03-12,2025-03-25,2025-03-12,23,23
603669,2026-02-02,2026-02-13,2026-02-02,25,25
603676,2025-10-09,2025-10-22,2025-10-09,15,15
603677,2026-03-10,2026-03-23,2026-03-10,25,25
603683,2024-08-08,2024-08-21,2024-08-08,12,12
603686,2024-10-28,2024-11-22,"2024-10-28,2024-11-11",9,16
603686,2026-04-08,2026-05-22,"2026-04-08,2026-04-22,2026-05-11",1,36
603687,2024-07-25,2024-08-21,"2024-07-25,2024-08-08",6,2
603689,2024-11-11,2024-11-22,2024-11-11,45,45
603689,2026-01-19,2026-01-30,2026-01-19,6,6
603693,2024-10-14,2024-10-25,2024-10-14,44,44
603696,2025-07-23,2025-08-19,"2025-07-23,2025-08-06",34,9
603697,2026-05-11,2026-05-22,2026-05-11,31,31
603706,2025-02-26,2025-03-11,2025-02-26,40,40
603706,2026-01-19,2026-01-30,2026-01-19,43,43
603708,2025-07-23,2025-08-05,2025-07-23,9,9
603711,2024-07-25,2024-08-21,"2024-07-25,2024-08-08",14,25
603711,2024-09-05,2024-09-20,2024-09-05,45,45
603711,2026-03-10,2026-04-07,"2026-03-10,2026-03-24",2,4
603712,2026-04-22,2026-05-08,2026-04-22,13,13
603717,2024-10-28,2024-11-08,2024-10-28,38,38
603717,2026-02-02,2026-02-13,2026-02-02,45,45
603738,2025-05-27,2025-06-24,"2025-05-27,2025-06-11",16,50
603739,2025-02-12,2025-02-25,2025-02-12,39,39
603758,2026-03-10,2026-04-07,"2026-03-10,2026-03-24",17,50
603759,2026-05-11,2026-05-22,2026-05-11,7,7
603759,2026-06-23,2026-07-06,2026-06-23,37,37
603767,2026-03-10,2026-05-08,"2026-03-10,2026-03-24,2026-04-08,2026-04-22",32,20
603767,2026-08-18,2026-08-31,2026-08-18,30,30
603787,2026-06-23,2026-07-20,"2026-06-23,2026-07-07",9,20
603801,2025-10-09,2025-10-22,2025-10-09,29,29
603803,2025-05-13,2025-05-26,2025-05-13,36,36
603809,2026-04-08,2026-04-21,2026-04-08,8,8
603811,2025-12-18,2025-12-31,2025-12-18,20,20
603815,2026-03-10,2026-03-23,2026-03-10,30,30
603817,2026-06-23,2026-07-06,2026-06-23,4,4
603826,2024-12-23,2025-01-06,2024-12-23,35,35
603829,2026-07-21,2026-08-03,2026-07-21,43,43
603839,2026-02-02,2026-02-13,2026-02-02,44,44
603848,2025-12-04,2025-12-31,"2025-12-04,2025-12-18",27,9
603848,2026-04-22,2026-05-08,2026-04-22,42,42
603861,2026-09-01,2026-09-14,2026-09-01,31,31
603876,2025-02-12,2025-02-25,2025-02-12,8,8
603877,2025-07-09,2025-07-22,2025-07-09,27,27
603878,2024-08-08,2024-08-21,2024-08-08,37,37
603883,2025-09-03,2025-09-30,"2025-09-03,2025-09-17",15,2
603889,2024-10-14,2024-10-25,2024-10-14,5,5
603896,2026-05-11,2026-06-05,"2026-05-11,2026-05-25",27,17
603897,2025-08-06,2025-08-19,2025-08-06,5,5
603899,2025-09-03,2025-09-16,2025-09-03,25,25
603906,2026-03-10,2026-03-23,2026-03-10,18,18
